epoch,train_loss,train_acc,train_err,val_loss,val_acc,epoch_time_sec
1,1.764621376991272,0.34369999170303345,0.6563000082969666,1.5943894386291504,0.4147000014781952,92.3902816772461
2,1.661595344543457,0.3823600113391876,0.6176399886608124,1.5749201774597168,0.4244999885559082,130.68809127807617
3,1.6403589248657227,0.39100000262260437,0.6089999973773956,1.5515789985656738,0.4359999895095825,183.12693452835083
4,1.6215252876281738,0.39879998564720154,0.6012000143527985,1.5298632383346558,0.4408999979496002,171.61912488937378
5,1.603664517402649,0.40676000714302063,0.5932399928569794,1.5144364833831787,0.4505999982357025,201.70123982429504
6,1.5808912515640259,0.4172999858856201,0.5827000141143799,1.4917229413986206,0.4578999876976013,202.55290746688843
7,1.5659195184707642,0.4206799864768982,0.5793200135231018,1.4746620655059814,0.4690999984741211,172.12605953216553
8,1.5517014265060425,0.42734000086784363,0.5726599991321564,1.4576395750045776,0.4742000102996826,201.84307289123535
9,1.5354344844818115,0.4358600080013275,0.5641399919986725,1.4425262212753296,0.47870001196861267,164.58985090255737
10,1.5191218852996826,0.4432600140571594,0.5567399859428406,1.4265730381011963,0.4862000048160553,50.556313037872314
11,1.502251148223877,0.448199987411499,0.551800012588501,1.412001609802246,0.4941999912261963,50.90079689025879
12,1.4898208379745483,0.4536600112915039,0.5463399887084961,1.3950378894805908,0.5019999742507935,50.63096833229065
13,1.4714916944503784,0.462119996547699,0.537880003452301,1.3784587383270264,0.5083000063896179,50.96719717979431
14,1.4586769342422485,0.4652999937534332,0.5347000062465668,1.3706603050231934,0.5138999819755554,141.7130732536316
15,1.4493364095687866,0.47064000368118286,0.5293599963188171,1.353185772895813,0.5196999907493591,50.436957359313965
16,1.4314048290252686,0.4792400002479553,0.5207599997520447,1.3391926288604736,0.5234000086784363,50.637410163879395
17,1.4192222356796265,0.48135998845100403,0.518640011548996,1.3250237703323364,0.5289999842643738,51.18331813812256
18,1.4056987762451172,0.4919799864292145,0.5080200135707855,1.3138453960418701,0.5340999960899353,53.84746050834656
19,1.3923569917678833,0.49399998784065247,0.5060000121593475,1.3085789680480957,0.5317999720573425,53.3329815864563
20,1.3822388648986816,0.49720001220703125,0.5027999877929688,1.2892534732818604,0.5414000153541565,49.465540409088135
21,1.369379997253418,0.5020400285720825,0.4979599714279175,1.2814624309539795,0.5472000241279602,49.579314947128296
22,1.3580467700958252,0.5070800185203552,0.4929199814796448,1.2656915187835693,0.5516999959945679,50.30273222923279
23,1.3494606018066406,0.5113800168037415,0.48861998319625854,1.254780650138855,0.5587000250816345,50.853678941726685
24,1.3363195657730103,0.5170599818229675,0.48294001817703247,1.243523120880127,0.5601999759674072,50.56462621688843
25,1.3244976997375488,0.520799994468689,0.47920000553131104,1.2339476346969604,0.5665000081062317,51.17801475524902
26,1.3090102672576904,0.5282400250434875,0.47175997495651245,1.2229235172271729,0.5712000131607056,50.30341601371765
27,1.2985124588012695,0.5307400226593018,0.46925997734069824,1.211248755455017,0.5723999738693237,52.7400176525116
28,1.289540410041809,0.5365599989891052,0.4634400010108948,1.1991102695465088,0.5771999955177307,52.034584522247314
29,1.2788084745407104,0.5413399934768677,0.4586600065231323,1.1962683200836182,0.5760999917984009,51.23441171646118
30,1.2675353288650513,0.5438600182533264,0.4561399817466736,1.1772276163101196,0.5853000283241272,53.61940264701843
31,1.260219931602478,0.5469200015068054,0.4530799984931946,1.1731029748916626,0.583899974822998,85.52801609039307
32,1.2468944787979126,0.5542600154876709,0.4457399845123291,1.1613450050354004,0.5910999774932861,52.47487115859985
33,1.2376110553741455,0.5562199950218201,0.44378000497817993,1.1522384881973267,0.5950000286102295,51.885661363601685
34,1.2270313501358032,0.5610600113868713,0.43893998861312866,1.1455761194229126,0.5942000150680542,85.23356080055237
35,1.22035813331604,0.563759982585907,0.436240017414093,1.1388633251190186,0.5964999794960022,224.68447279930115
36,1.210268497467041,0.5666000247001648,0.4333999752998352,1.1294691562652588,0.600600004196167,169.26566243171692
37,1.203552484512329,0.5692600011825562,0.43073999881744385,1.1164624691009521,0.6072999835014343,138.7459967136383
38,1.1895807981491089,0.5760999917984009,0.4239000082015991,1.1087942123413086,0.6092000007629395,57.06821084022522
39,1.1843210458755493,0.5760599970817566,0.4239400029182434,1.0963553190231323,0.6172000169754028,191.8958296775818
40,1.1686278581619263,0.5842599868774414,0.4157400131225586,1.091314435005188,0.6154000163078308,150.98621463775635
41,1.163744568824768,0.5846400260925293,0.4153599739074707,1.0955270528793335,0.6155999898910522,51.23103713989258
42,1.1558140516281128,0.5881800055503845,0.4118199944496155,1.0836330652236938,0.617900013923645,51.66119718551636
43,1.1448051929473877,0.5934399962425232,0.4065600037574768,1.0686626434326172,0.626800000667572,50.809412240982056
44,1.1381322145462036,0.5968599915504456,0.40314000844955444,1.0677536725997925,0.6237000226974487,51.45196080207825
45,1.1305415630340576,0.6011199951171875,0.3988800048828125,1.0451124906539917,0.635200023651123,73.70822262763977
46,1.1226003170013428,0.6031799912452698,0.3968200087547302,1.0423835515975952,0.632099986076355,52.341761112213135
47,1.1135021448135376,0.6033400297164917,0.3966599702835083,1.0372291803359985,0.6370999813079834,54.632784843444824
48,1.1073938608169556,0.6054400205612183,0.39455997943878174,1.0323625802993774,0.6377999782562256,55.189730405807495
49,1.1010615825653076,0.6089199781417847,0.39108002185821533,1.0221971273422241,0.6424999833106995,54.85435390472412
50,1.0964057445526123,0.6122199892997742,0.38778001070022583,1.0213744640350342,0.6396999955177307,54.99902653694153
51,1.0828334093093872,0.6172999739646912,0.38270002603530884,1.0077273845672607,0.6482999920845032,49.00480818748474
52,1.0772355794906616,0.6195999979972839,0.38040000200271606,0.9962643384933472,0.6534000039100647,48.96543526649475
53,1.0699713230133057,0.6225600242614746,0.3774399757385254,0.9960642457008362,0.6527000069618225,50.14230561256409
54,1.063934087753296,0.6254199743270874,0.3745800256729126,0.9956071972846985,0.6531999707221985,103.72814512252808
55,1.0560346841812134,0.6292999982833862,0.37070000171661377,0.9810971617698669,0.6593000292778015,55.46529746055603
56,1.048723578453064,0.6290599703788757,0.37094002962112427,0.983128011226654,0.6560999751091003,49.72997236251831
57,1.0422449111938477,0.6360800266265869,0.3639199733734131,0.990663468837738,0.6531000137329102,50.09691858291626
58,1.0365113019943237,0.6370999813079834,0.3629000186920166,0.9601405262947083,0.6660000085830688,49.943739891052246
59,1.0307148694992065,0.6360999941825867,0.36390000581741333,0.9598994851112366,0.6687999963760376,50.84851932525635
60,1.0245307683944702,0.6401399970054626,0.35986000299453735,0.9544232487678528,0.6664999723434448,51.64582633972168
61,1.0197041034698486,0.6420999765396118,0.3579000234603882,0.9539996385574341,0.6678000092506409,48.78694748878479
62,1.0100202560424805,0.6449199914932251,0.3550800085067749,0.945924699306488,0.6722000241279602,48.90175437927246
