epoch,train_loss,train_acc,train_err,val_loss,val_acc,epoch_time_sec
1,1.5182679891586304,0.45353999733924866,0.5464600026607513,1.3361355066299438,0.5282999873161316,68.88603019714355
2,1.3921853303909302,0.502020001411438,0.497979998588562,1.3117291927337646,0.5375000238418579,66.69725036621094
3,1.3721370697021484,0.5083199739456177,0.4916800260543823,1.2931612730026245,0.5446000099182129,66.29109334945679
4,1.3494906425476074,0.5187199711799622,0.48128002882003784,1.2763993740081787,0.5507000088691711,65.33958530426025
5,1.3328866958618164,0.5221199989318848,0.47788000106811523,1.2650376558303833,0.5543000102043152,66.19676733016968
6,1.3159756660461426,0.5297799706459045,0.47022002935409546,1.2456302642822266,0.5616999864578247,66.22999882698059
7,1.3000364303588867,0.5329999923706055,0.46700000762939453,1.233048439025879,0.5648000240325928,66.03104448318481
8,1.286115050315857,0.5425800085067749,0.4574199914932251,1.2215759754180908,0.5698000192642212,65.50316309928894
9,1.2749078273773193,0.5454000234603882,0.4545999765396118,1.2070547342300415,0.5755000114440918,65.82596206665039
10,1.2566032409667969,0.5516800284385681,0.4483199715614319,1.1938743591308594,0.579200029373169,66.76096415519714
11,1.2490081787109375,0.5547599792480469,0.4452400207519531,1.1812419891357422,0.5846999883651733,65.71546530723572
12,1.2313786745071411,0.5639200210571289,0.4360799789428711,1.1712262630462646,0.5907999873161316,65.77459263801575
13,1.2183810472488403,0.5679200291633606,0.4320799708366394,1.1627024412155151,0.590499997138977,65.52279472351074
14,1.20931077003479,0.5720000267028809,0.42799997329711914,1.1527798175811768,0.5916000008583069,66.51767206192017
15,1.1974841356277466,0.5759599804878235,0.4240400195121765,1.1446725130081177,0.5946999788284302,64.99167990684509
16,1.1867892742156982,0.580839991569519,0.41916000843048096,1.1366193294525146,0.6003000140190125,65.82153630256653
17,1.1731454133987427,0.5859000086784363,0.4140999913215637,1.1188442707061768,0.6069999933242798,65.96114015579224
18,1.1626933813095093,0.591480016708374,0.408519983291626,1.1080602407455444,0.6115000247955322,59.53153872489929
19,1.151024580001831,0.5950400233268738,0.4049599766731262,1.0955451726913452,0.6183000206947327,52.760727882385254
20,1.145093321800232,0.596780002117157,0.403219997882843,1.0914748907089233,0.6157000064849854,52.31175208091736
21,1.1330124139785767,0.6011199951171875,0.3988800048828125,1.083071231842041,0.6187999844551086,51.85764288902283
22,1.125458836555481,0.604640007019043,0.39535999298095703,1.0728719234466553,0.6254000067710876,51.71887516975403
23,1.113163948059082,0.6075400114059448,0.3924599885940552,1.0679389238357544,0.6261000037193298,51.50451135635376
24,1.1043871641159058,0.6108599901199341,0.3891400098800659,1.054643154144287,0.6305000185966492,51.518131494522095
25,1.095819115638733,0.6156399846076965,0.38436001539230347,1.0479657649993896,0.6323999762535095,51.1772620677948
26,1.087469458580017,0.6165800094604492,0.3834199905395508,1.0367002487182617,0.6381000280380249,52.16965842247009
27,1.0808252096176147,0.6205599904060364,0.3794400095939636,1.0337395668029785,0.640500009059906,51.48499941825867
